time_utc,VCU_ChrgSysOperCmd,IBS_BatteryDefect,IBS_Sulfation,IBS_EngineStart,IBS_PowerOn,IBS_LowVoltage,IBS_WakeupStatus,IBS_SOCUpperTolerance,IBS_SOCLowerTolerance,IBS_CapacityLossTop,IBS_CapacityLossBottom,IBS_BatteryCurrent,IBS_BatteryVoltage,IBS_BatteryTemperature,IBS_Error,IBS_CurrentAutorange,IBS_StateOfCharge,IBS_StateOfHealth,IBS_EstVoltaDrop,IBS_OptChargeVolt,IBS_AvgRi,IBS_AvailableCapacity,IBS_DischargeableAh,IBS_NominalCapacity,IBS_Recalibrated
2025-10-04 19:16:31+00:00,0,0,1,0,0,0,0,3,15,24,10,23.228,14.005,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:32+00:00,0,0,1,0,0,0,0,3,15,24,10,23.174,14.004,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:33+00:00,0,0,1,0,0,0,0,3,15,24,10,23.153,14.007,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:34+00:00,0,0,1,0,0,0,0,3,15,24,10,23.01,14.002,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:35+00:00,0,0,1,0,0,0,0,3,15,24,10,22.938,13.999,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:36+00:00,0,0,1,0,0,0,0,3,15,24,10,22.908,13.999,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:37+00:00,0,0,1,0,0,0,0,3,15,24,10,22.894,14.002,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:38+00:00,0,0,1,0,0,0,0,3,15,24,10,22.899,14.004,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:39+00:00,0,0,1,0,0,0,0,3,15,24,10,22.852,14.004,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:40+00:00,0,0,1,0,0,0,0,3,15,24,10,22.829,14.006,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:41+00:00,0,0,1,0,0,0,0,3,15,24,10,22.722,14.003,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:42+00:00,0,0,1,0,0,0,0,3,15,24,10,22.75,14.006,27.5,0,2,58.5,66,0,14,7.35,33,24.4,50,0
2025-10-04 19:16:43+00:00,0,0,1,0,0,0,0,3,15,24,10,22.715,14.006,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:44+00:00,0,0,1,0,0,0,0,3,15,24,10,22.633,14.005,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:45+00:00,0,0,1,0,0,0,0,3,15,24,10,22.616,14.007,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:46+00:00,0,0,1,0,0,0,0,3,15,24,10,22.567,14.005,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:47+00:00,0,0,1,0,0,0,0,3,15,24,10,22.596,14.01,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:48+00:00,0,0,1,0,0,0,0,3,15,24,10,22.566,14.011,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:49+00:00,0,0,1,0,0,0,0,3,15,24,10,22.472,14.009,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:50+00:00,0,0,1,0,0,0,0,3,15,24,10,22.475,14.01,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:51+00:00,0,0,1,0,0,0,0,3,15,24,10,22.394,14.009,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:52+00:00,0,0,1,0,0,0,0,3,15,24,10,22.335,14.008,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:53+00:00,0,0,1,0,0,0,0,3,15,24,10,22.316,14.01,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:54+00:00,0,0,1,0,0,0,0,3,15,24,10,22.273,14.01,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:55+00:00,0,0,1,0,0,0,0,3,15,24,10,22.225,14.008,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:56+00:00,0,0,1,0,0,0,0,3,15,24,10,22.208,14.011,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:57+00:00,0,0,1,0,0,0,0,3,15,24,10,22.165,14.011,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:58+00:00,0,0,1,0,0,0,0,3,15,24,10,22.166,14.013,27.5,0,2,59.0,66,0,14,7.35,33,24.5,50,0
2025-10-04 19:16:59+00:00,0,0,1,0,0,0,0,3,15,24,10,22.046,14.01,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:00+00:00,0,0,1,0,0,0,0,3,15,24,10,22.041,14.012,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:01+00:00,0,0,1,0,0,0,0,3,15,24,10,21.984,14.012,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:02+00:00,0,0,1,0,0,0,0,3,15,24,10,21.982,14.014,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:03+00:00,0,0,1,0,0,0,0,3,15,24,10,21.934,14.013,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:04+00:00,0,0,1,0,0,0,0,3,15,24,10,21.886,14.013,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
2025-10-04 19:17:05+00:00,0,0,1,0,0,0,0,3,15,24,10,21.837,14.013,27.5,0,2,59.0,66,0,14,7.35,33,24.6,50,0
