cycle_start,cycle_end,source_file,cycle_id,cycle_idx,duration_s,V_peak_charge,V_mean_charge,V_tail_mean,time_absorption_s,I_bulk_mean,I_min,soc_start_pct,soc_end_pct,soc_gain_pct,t80_s,Ah_in,Ah_out_prev,R_dyn_ohm,target_soh1,IBS_BatteryVoltage__mean,IBS_BatteryVoltage__median,IBS_BatteryVoltage__std,IBS_BatteryVoltage__min,IBS_BatteryVoltage__max,IBS_BatteryVoltage__p10,IBS_BatteryVoltage__p90,IBS_BatteryVoltage__first,IBS_BatteryVoltage__last,IBS_BatteryCurrent__mean,IBS_BatteryCurrent__median,IBS_BatteryCurrent__std,IBS_BatteryCurrent__min,IBS_BatteryCurrent__max,IBS_BatteryCurrent__p10,IBS_BatteryCurrent__p90,IBS_BatteryCurrent__first,IBS_BatteryCurrent__last,IBS_BatteryTemperature__mean,IBS_BatteryTemperature__median,IBS_BatteryTemperature__std,IBS_BatteryTemperature__min,IBS_BatteryTemperature__max,IBS_BatteryTemperature__p10,IBS_BatteryTemperature__p90,IBS_BatteryTemperature__first,IBS_BatteryTemperature__last,IBS_StateOfCharge__mean,IBS_StateOfCharge__median,IBS_StateOfCharge__std,IBS_StateOfCharge__min,IBS_StateOfCharge__max,IBS_StateOfCharge__p10,IBS_StateOfCharge__p90,IBS_StateOfCharge__first,IBS_StateOfCharge__last,IBS_StateOfHealth__mean,IBS_StateOfHealth__median,IBS_StateOfHealth__std,IBS_StateOfHealth__min,IBS_StateOfHealth__max,IBS_StateOfHealth__p10,IBS_StateOfHealth__p90,IBS_StateOfHealth__first,IBS_StateOfHealth__last,IBS_AvgRi__mean,IBS_AvgRi__median,IBS_AvgRi__std,IBS_AvgRi__min,IBS_AvgRi__max,IBS_AvgRi__p10,IBS_AvgRi__p90,IBS_AvgRi__first,IBS_AvgRi__last,IBS_AvailableCapacity__mean,IBS_AvailableCapacity__median,IBS_AvailableCapacity__std,IBS_AvailableCapacity__min,IBS_AvailableCapacity__max,IBS_AvailableCapacity__p10,IBS_AvailableCapacity__p90,IBS_AvailableCapacity__first,IBS_AvailableCapacity__last,IBS_DischargeableAh__mean,IBS_DischargeableAh__median,IBS_DischargeableAh__std,IBS_DischargeableAh__min,IBS_DischargeableAh__max,IBS_DischargeableAh__p10,IBS_DischargeableAh__p90,IBS_DischargeableAh__first,IBS_DischargeableAh__last,IBS_NominalCapacity__mean,IBS_NominalCapacity__median,IBS_NominalCapacity__std,IBS_NominalCapacity__min,IBS_NominalCapacity__max,IBS_NominalCapacity__p10,IBS_NominalCapacity__p90,IBS_NominalCapacity__first,IBS_NominalCapacity__last,IBS_Sulfation__mean,IBS_Sulfation__median,IBS_Sulfation__std,IBS_Sulfation__min,IBS_Sulfation__max,IBS_Sulfation__p10,IBS_Sulfation__p90,IBS_Sulfation__first,IBS_Sulfation__last,IBS_BatteryDefect__mean,IBS_BatteryDefect__median,IBS_BatteryDefect__std,IBS_BatteryDefect__min,IBS_BatteryDefect__max,IBS_BatteryDefect__p10,IBS_BatteryDefect__p90,IBS_BatteryDefect__first,IBS_BatteryDefect__last
2025-08-18 21:09:33+00:00,2025-08-18 21:33:03+00:00,12V_IBS_LIN_Normal_Dischare_12Hrs_Vehicle_sleep-Charge_Cycles_00012_IBS_only.csv,12V_IBS_LIN_Normal_Dischare_12Hrs_Vehicle_sleep-Charge_Cycles_00012_IBS_only.csv#3,3,1410.0,14.109,14.098260807937633,14.093961111111113,0.0,3.478961729270021,-15.307,7200.0,7450.0,250.0,0.0,1.3734429166666668,29.524131388888886,-0.06497622820919177,0.9563129526864114,14.097367115520907,14.103,0.05349168314860773,12.79,14.11,14.089,14.106,14.032,12.79,3.478961729270021,2.617,2.2226166002542596,-15.307,14.343,2.129,6.256,14.343,-15.307,25.720765414599576,25.5,0.24837282281896,25.5,26.0,25.5,26.0,25.5,26.0,73.3086463501063,73.5,0.684599854410337,72.0,74.5,72.0,74.0,72.0,74.5,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,36.75797306874557,36.8,0.34840854287656425,36.0,37.3,36.2,37.2,36.0,37.3,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 02:17:18+00:00,2025-08-21 02:19:04+00:00,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv#0,0,106.0,13.968,13.937948598130841,13.937948598130841,0.0,24.13472897196262,-17.134,7200.0,7350.0,150.0,0.0,0.7301725,,-0.02039239149402936,0.9484942886812044,13.928476635514018,13.956,0.15808120350560664,12.947,13.97,13.951,13.966,13.953,12.947,24.13472897196262,25.699,7.9106556625071525,-17.134,27.855,23.2974,27.5512,27.78,-16.832,33.481308411214954,33.5,0.09529580671593388,33.0,33.5,33.5,33.5,33.0,33.5,72.77102803738318,73.0,0.48213545145126147,72.0,73.5,72.0,73.5,72.0,73.5,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,6.139999999999999,6.14,8.923581059375944e-16,6.14,6.14,6.14,6.14,6.14,6.14,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,36.490654205607484,36.5,0.21914616053114433,36.1,36.8,36.2,36.8,36.1,36.8,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 02:28:43+00:00,2025-08-21 02:51:16+00:00,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv#1,1,1353.0,14.106,14.038456425406203,14.081472222222223,0.0,16.521722304283603,-31.507,6500.0,7750.0,1250.0,0.0,6.22396013888889,4.2785963888888885,-0.037870266216722875,0.9484942886812044,14.037920236336777,14.059,0.0783740881803186,12.675,14.107,13.945,14.102,13.578,12.675,16.521722304283603,12.157,12.671220705411628,-31.507,50.993,3.6951,37.043,50.993,-29.136,34.632570162481535,35.0,0.4362150379974765,33.5,35.0,34.0,35.0,33.5,35.0,73.78766617429838,75.0,3.502844797323959,65.0,77.5,68.0,77.0,65.0,77.5,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,45.0,36.99645494830133,37.7,1.7505195055635197,32.7,38.8,34.1,38.7,32.7,38.8,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 03:08:48+00:00,2025-08-21 03:53:48+00:00,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv#2,2,2700.0,14.111,14.05153054424287,14.098916666666666,0.0,12.63855164753795,-16.472,6150.0,8000.0,1850.0,0.0,9.488835000000002,8.09299361111111,-0.054967899724854836,0.9484942886812044,14.051118104405779,14.101,0.09807221701321366,12.887,14.112,13.9,14.109,13.903,12.887,12.63855164753795,4.042,15.183413176665844,-16.472,49.026,2.578,42.965,42.584,-16.472,36.840244353942985,37.0,0.37258627572902997,35.5,37.0,36.0,37.0,35.5,37.0,76.119029988893,78.0,4.61198044784695,61.5,80.0,68.5,80.0,61.5,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,33.159459459459455,34.1,2.305983425690558,25.8,35.2,29.3,35.0,25.8,35.2,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 04:06:12+00:00,2025-08-21 04:39:50+00:00,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv#3,3,2018.0,14.109,14.023294700346707,14.098188888888888,0.0,15.0617127290738,-16.772,6500.0,8200.0,1700.0,0.0,8.452255694444444,7.68647,-0.05223691704106816,0.9484942886812044,14.022992075284794,14.096,0.13898452665229827,12.906,14.11,13.810599999999999,14.107,13.488,12.906,15.0617127290738,4.602,16.901242248216413,-16.772,50.312,2.7028,48.8822,48.721,-16.409,38.86552748885587,39.0,0.30541910410096446,38.0,39.0,38.5,39.0,38.0,39.0,78.04110946012878,80.0,4.345839056324268,65.0,82.0,70.5,81.5,65.0,82.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.139999999999999,6.14,8.883984564729052e-16,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,34.12164437840515,35.1,2.1718493739218667,27.6,36.0,30.3,35.8,27.6,36.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 05:15:19+00:00,2025-08-21 05:29:26+00:00,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L001_IBS_only.csv#4,4,847.0,14.075,13.958721698113209,14.059855555555558,0.0,29.728548349056606,9.736,6600.0,8000.0,1400.0,0.0,6.994579444444445,8.039648472222224,-0.1426726920593926,0.9484942886812044,13.959492924528302,13.9855,0.09779471522184281,13.436,14.075,13.7774,14.06,13.436,14.074,29.728548349056606,28.0995,13.672089640769595,9.736,51.23,12.1568,49.4403,48.91,9.736,38.90978773584906,39.0,0.39003036510684047,38.0,39.5,38.5,39.5,38.0,39.5,74.57665094339623,75.5,4.0802194666126965,66.0,80.0,68.0,79.0,66.0,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.139999999999999,6.14,8.887025734310246e-16,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,32.38950471698113,32.9,2.040584850297732,28.1,35.0,29.1,34.7,28.1,35.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 05:29:26+00:00,2025-08-21 05:48:34+00:00,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv#0,0,1148.0,14.112,14.099992167101828,14.098527777777775,0.0,4.22454046997389,-15.608,8000.0,8250.0,250.0,0.0,1.3594569444444444,,-0.05671798154992283,0.9871748451940923,14.098955613577024,14.105,0.05438354831914574,12.92,14.113,14.087,14.11,14.074,12.92,4.22454046997389,3.499,2.091363725217812,-15.608,9.734,2.6456,7.347800000000001,9.734,-15.608,39.039164490861616,39.0,0.13440278895457974,39.0,39.5,39.0,39.0,39.5,39.0,81.38555265448215,81.5,0.7403268030521555,80.0,82.5,80.0,82.0,80.0,82.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,35.793472584856396,35.9,0.36863181019335695,35.0,36.3,35.2,36.2,35.0,36.3,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 06:27:47+00:00,2025-08-21 07:01:02+00:00,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv#1,1,1995.0,14.112,14.040562625250503,14.10303888888889,0.0,15.6421122244489,-15.849,6600.0,8300.0,1700.0,0.0,8.674781388888889,8.448457222222222,-0.061581291759465466,0.9871748451940923,14.040284068136272,14.084,0.09496652340748095,12.939,14.114,13.904,14.109,13.482,12.939,15.6421122244489,7.781000000000001,15.497348052298044,-15.849,50.949,2.791,44.113,50.722,-15.849,38.592685370741485,38.5,0.30889341375150825,38.0,39.0,38.0,39.0,38.0,38.5,78.74123246492987,81.0,4.556776141756729,66.0,83.0,71.0,82.5,66.0,83.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,34.46658316633267,35.5,2.274844575615048,28.0,36.6,30.6,36.4,28.0,36.6,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 07:40:57+00:00,2025-08-21 08:13:46+00:00,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv#2,2,1969.0,14.111,14.039281725888324,14.101583333333332,0.0,15.9624076142132,-15.774,6600.0,8350.0,1750.0,0.0,8.737658194444444,8.57189625,-0.06018366677599218,0.9871748451940923,14.039023350253805,14.079,0.09173360786831894,12.952,14.113,13.9,14.108,13.579,12.952,15.9624076142132,8.5485,15.348844963627185,-15.774,52.075,2.8299000000000003,43.7821,52.075,-15.433,38.02690355329949,38.0,0.29733376880822987,37.0,38.5,37.5,38.5,37.0,38.0,78.98502538071067,81.0,4.618278446500531,66.0,83.5,71.0,83.0,66.0,83.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,34.59578680203045,35.6,2.311083000911809,28.1,36.8,30.7,36.6,28.1,36.8,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 08:53:45+00:00,2025-08-21 09:22:58+00:00,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L002_IBS_only.csv#3,3,1753.0,14.109,14.032714367160777,14.10696111111111,0.0,17.596235461801594,2.834,6650.0,8350.0,1700.0,0.0,8.565780555555556,8.577102638888888,0.15204236006051527,0.9871748451940923,14.033077537058151,14.07,0.08307254080913906,13.486,14.11,13.903,14.106,13.486,14.107,17.596235461801594,11.2295,15.254966075831174,2.834,51.417,3.335,44.7141,51.102,2.872,37.39139110604333,37.5,0.24942604474600297,36.5,37.5,37.0,37.5,36.5,37.5,78.77594070695552,80.5,4.634375432777337,66.5,83.5,71.0,83.0,66.5,83.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.139999999999999,6.14,8.884317145633097e-16,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,34.490706955530214,35.4,2.3201980907837174,28.3,36.8,30.6,36.6,28.3,36.8,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 09:22:58+00:00,2025-08-21 09:26:09+00:00,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv#0,0,191.0,14.112,14.103216145833334,14.1029,0.0,2.4998906250000004,-15.542,8350.0,8350.0,0.0,0.0,0.1415441666666667,,-0.05875166592625499,0.9772291000845312,14.097255208333332,14.109,0.11176636286476893,12.974,14.113,14.106,14.111,14.107,12.974,2.4998906250000004,2.673,1.8545102890138536,-15.542,2.865,2.566,2.8249,2.858,-15.542,37.309895833333336,37.5,0.243353511379788,37.0,37.5,37.0,37.5,37.5,37.0,83.5,83.5,0.0,83.5,83.5,83.5,83.5,83.5,83.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,36.84322916666667,36.8,0.04966895206567167,36.8,36.9,36.8,36.9,36.8,36.9,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 10:05:44+00:00,2025-08-21 10:37:49+00:00,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv#1,1,1925.0,14.111,14.039938733125648,14.102355555555555,0.0,16.126909138110072,-15.488,6700.0,8400.0,1700.0,0.0,8.629485694444444,8.541512777777779,-0.059600066841196474,0.9772291000845312,14.039679127725856,14.077,0.08628360275499394,12.971,14.111,13.9215,14.108,13.448,12.971,16.126909138110072,9.329,14.986907682167718,-15.488,51.43,2.909,42.974000000000004,50.379,-15.488,36.769470404984425,37.0,0.3076047892936768,36.0,37.0,36.5,37.0,36.0,36.5,79.49376947040498,81.5,4.598470961777297,67.0,84.0,72.0,83.5,67.0,84.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.14,6.14,0.0,6.14,6.14,6.14,6.14,6.14,6.14,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,34.843509865005196,35.8,2.296564783392407,28.5,37.0,31.0,36.9,28.5,37.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 11:16:47+00:00,2025-08-21 11:56:29+00:00,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv#2,2,2382.0,14.113,14.054806966009233,14.104094444444446,0.0,13.241009651699537,-15.462,6750.0,8450.0,1700.0,0.0,8.766400555555556,8.37577861111111,-0.0613039990833047,0.9772291000845312,14.054588753671842,14.094,0.0794828714830641,12.968,14.114,13.9352,14.11,13.444,12.968,13.241009651699537,5.825,14.288798544312858,-15.462,51.659,2.202,38.26140000000001,50.402,-15.455,36.105958875367186,36.0,0.31073393251061615,35.5,36.5,35.5,36.5,35.5,35.5,80.6657574485942,82.5,4.433410942033527,67.5,84.5,73.0,84.5,67.5,84.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.130688208141001,6.13,0.002532023169383421,6.13,6.14,6.13,6.13,6.14,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,35.43533361309274,36.4,2.219366036606092,28.8,37.4,31.7,37.3,28.8,37.4,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 12:35:32+00:00,2025-08-21 13:06:17+00:00,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L003_IBS_only.csv#3,3,1845.0,14.109,14.040266522210185,14.095649999999997,0.0,16.190674972914408,-15.717,6800.0,8450.0,1650.0,0.0,8.307965694444444,8.401398472222223,-0.05727029929238144,0.9772291000845312,14.039988082340194,14.073,0.08265717142495081,12.955,14.11,13.923,14.106,13.512,12.955,16.190674972914408,10.419,14.372956773673167,-15.717,52.119,2.995,40.8305,52.119,-15.503,35.3431744312026,35.5,0.28260211511084526,34.5,35.5,35.0,35.5,34.5,35.0,80.13217768147345,82.0,4.459316160689519,68.0,84.5,72.75,84.0,68.0,84.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.13,6.13,0.0,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,35.16673889490791,36.1,2.227854919807683,29.1,37.4,31.45,37.2,29.1,37.4,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 13:43:56+00:00,2025-08-21 14:15:15+00:00,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv#0,0,1879.0,14.11,14.04318085106383,14.095399999999998,0.0,15.636137765957447,-15.436,7650.0,9250.0,1600.0,0.0,8.170915694444444,,-0.05825516211724278,0.879993970560881,14.042923936170213,14.0755,0.08158414953588426,12.95,14.111,13.928,14.106,13.481,12.95,15.636137765957447,9.548,14.229653603329176,-15.436,53.119,2.9399,40.04990000000001,53.119,-15.436,34.96968085106383,35.0,0.2571715481307799,34.0,35.5,34.5,35.0,34.0,35.0,88.22287234042552,90.0,4.344444403337329,76.5,92.5,81.0,92.0,76.5,92.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.129999999999999,6.13,8.884147316425002e-16,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,39.21207446808511,40.1,2.1728960705615132,33.3,41.3,35.6,41.2,33.3,41.3,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 14:51:56+00:00,2025-08-21 15:23:09+00:00,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv#1,1,1873.0,14.111,14.044224653148346,14.098077777777775,0.0,15.354711312700106,-15.554,7650.0,9250.0,1600.0,0.0,7.997485138888888,7.90029638888889,-0.05335152873899339,0.879993970560881,14.043934898612594,14.0765,0.07921365425622692,12.965,14.111,13.93,14.106,13.487,12.965,15.354711312700106,9.207,14.082872443728286,-15.554,51.388,2.9215,39.47950000000001,50.187,-15.554,34.88393810032017,35.0,0.2604018997559274,34.0,35.0,34.5,35.0,34.0,35.0,88.34151547491996,90.0,4.239866855642734,76.5,92.5,81.0,92.0,76.5,92.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.13,6.13,0.0,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,39.27145144076841,40.1,2.1190492700515704,33.4,41.3,35.7,41.2,33.4,41.3,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 15:58:54+00:00,2025-08-21 16:29:52+00:00,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv#2,2,1858.0,14.109,14.044739644970415,14.100516666666666,0.0,15.189662721893491,-15.569,7600.0,9150.0,1550.0,0.0,7.845362083333334,7.728325277777778,-0.05818000994530089,0.879993970560881,14.044450242065627,14.077,0.07789533062757803,12.982,14.111,13.93,14.106,13.501,12.982,15.189662721893491,8.96,14.033024238239049,-15.569,50.821,2.9094,39.20140000000001,50.821,-15.562,35.03281334050565,35.0,0.3247905562017208,34.0,35.5,34.5,35.5,34.0,35.0,87.5115653577192,89.0,4.147930692984714,76.0,91.5,80.5,91.0,76.0,91.5,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.129999999999999,6.13,8.884174021932702e-16,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,38.85685852608929,39.7,2.072475840814592,33.1,40.9,35.4,40.7,33.1,40.9,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 17:04:47+00:00,2025-08-21 17:27:34+00:00,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L004_IBS_only.csv#3,3,1367.0,14.102,14.024641812865497,14.098072222222223,0.0,19.245736842105263,3.892,7600.0,9000.0,1400.0,0.0,7.3059230555555565,7.569679166666667,-0.3165467625899309,0.879993970560881,14.025049707602339,14.046,0.07119088684704009,13.501,14.105,13.912,14.097,13.501,14.1,19.245736842105263,14.89,14.02719452975066,3.892,51.268,4.76,43.087599999999995,49.798,3.892,35.49451754385965,35.5,0.38650316631374965,34.5,36.0,35.0,36.0,34.5,35.5,85.88559941520468,87.25,4.033087938997433,76.0,90.0,79.0,90.0,76.0,90.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.13,6.13,0.0,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,38.044444444444444,38.75,2.0181795881125186,33.0,40.2,34.7,40.1,33.0,40.2,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21 17:27:34+00:00,2025-08-21 17:35:36+00:00,12V IBS Full load 2025-08-20_22-17-18_L005_IBS_only.csv,12V IBS Full load 2025-08-20_22-17-18_L005_IBS_only.csv#0,0,482.0,14.108,14.101258799171841,14.097416666666666,0.0,2.9902028985507245,-15.573,9000.0,9100.0,100.0,0.0,0.4116523611111111,,-0.05291332098002876,0.9622617528534178,14.098892339544513,14.105,0.07460135273011125,12.959,14.11,14.102,14.107,14.1,12.959,2.9902028985507245,3.026,1.3652576551592137,-15.573,3.917,2.6052,3.674,3.913,-15.573,35.5,35.5,0.0,35.5,35.5,35.5,35.5,35.5,35.5,90.72774327122153,91.0,0.29676065829290565,90.0,91.0,90.5,91.0,90.0,91.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,80.0,6.129999999999999,6.13,8.89099289226582e-16,6.13,6.13,6.13,6.13,6.13,6.13,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.44430641821946,40.5,0.12146958578148094,40.2,40.6,40.3,40.6,40.2,40.6,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
